IDS_TEXTCLIENT_INC_000001	Navigator
IDS_TEXTCLIENT_INC_004136	There are not enough Aquamarine Pieces in your inventory.
IDS_TEXTCLIENT_INC_004137	Claim an Amethyst! [10 Amethyst Pieces]
IDS_TEXTCLIENT_INC_004138	You have received an Amethyst!
IDS_TEXTCLIENT_INC_004139	There are not enough Amethyst Pieces in your inventory.
IDS_TEXTCLIENT_INC_004140	Claim a Lightning Stone [10x Lightning Powder]
IDS_TEXTCLIENT_INC_004141	You have received a Lightning Stone!
IDS_TEXTCLIENT_INC_004142	There's not enough Lightning Powder in your inventory.
IDS_TEXTCLIENT_INC_004143	Claim a Shining Oricalkum [10 Shining Oricalkum Pieces]
IDS_TEXTCLIENT_INC_004144	You have received a Shining Oricalkum!
IDS_TEXTCLIENT_INC_004145	There are not enough Shining Oricalkum Pieces in your inventory.
IDS_TEXTCLIENT_INC_004146	To obtain Good Soil, exchange 3 of each of the following: Sanddust, Mud, Soil Nutrients, Neutralizing Agent.
IDS_TEXTCLIENT_INC_004147	You have received Good Soil!
IDS_TEXTCLIENT_INC_004148	You do not have enough Sanddust, Mud, Soil Nutrients or Neutralizing Agent.
IDS_TEXTCLIENT_INC_004149	Safe Costume Upgrade
IDS_TEXTCLIENT_INC_004150	Please make sure all items are placed in the upgrade slots.
IDS_TEXTCLIENT_INC_004151	You must place an Lightning Stone in the appropriate slot in order to proceed.
IDS_TEXTCLIENT_INC_004152	Costume Gem Upgrade
IDS_TEXTCLIENT_INC_004153	Get a Premium Buff
IDS_TEXTCLIENT_INC_004154	Remove Costume Gem
IDS_TEXTCLIENT_INC_004155	Costume Fusion
IDS_TEXTCLIENT_INC_004156	Enchant Absolute Scroll Fusion
IDS_TEXTCLIENT_INC_004157	Select an item from which you'd like to remove the most recent Gem.
IDS_TEXTCLIENT_INC_004158	Place a Scroll of Gem Reversion in this slot.
IDS_TEXTCLIENT_INC_004159	This is the order in which options are applied to the costume. The most recent option appears at the bottom.
IDS_TEXTCLIENT_INC_004160	Spell Rate
IDS_TEXTCLIENT_INC_004161	R. Block
IDS_TEXTCLIENT_INC_004162	M. Block
IDS_TEXTCLIENT_INC_004163	Ref. dmg
IDS_TEXTCLIENT_INC_004164	This item will be destroyed if your attempt to upgrade fails. Using a "Scroll of CProtect" will protect your item. Proceed?
IDS_TEXTCLIENT_INC_004165	Exchange Yggdrasil Templar Armor (F)
IDS_TEXTCLIENT_INC_004166	
IDS_TEXTCLIENT_INC_004167	
IDS_TEXTCLIENT_INC_004168	
IDS_TEXTCLIENT_INC_004169	
IDS_TEXTCLIENT_INC_004170	
IDS_TEXTCLIENT_INC_004171	Exchange Yggdrasil Templar Armor (M)
IDS_TEXTCLIENT_INC_004172	
IDS_TEXTCLIENT_INC_004173	
IDS_TEXTCLIENT_INC_004174	
IDS_TEXTCLIENT_INC_004175	
IDS_TEXTCLIENT_INC_004176	
IDS_TEXTCLIENT_INC_004177	Exchange Yggdrasil Slayer Armor (F)
IDS_TEXTCLIENT_INC_004178	
IDS_TEXTCLIENT_INC_004179	
IDS_TEXTCLIENT_INC_004180	
IDS_TEXTCLIENT_INC_004181	
IDS_TEXTCLIENT_INC_004182	
IDS_TEXTCLIENT_INC_004183	Exchange Yggdrasil Slayer Armor (M)
IDS_TEXTCLIENT_INC_004184	
IDS_TEXTCLIENT_INC_004185	
IDS_TEXTCLIENT_INC_004186	
IDS_TEXTCLIENT_INC_004187	
IDS_TEXTCLIENT_INC_004188	
IDS_TEXTCLIENT_INC_004189	Exchange Yggdrasil Crackshooter Armor (F)
IDS_TEXTCLIENT_INC_004190	
IDS_TEXTCLIENT_INC_004191	
IDS_TEXTCLIENT_INC_004192	
IDS_TEXTCLIENT_INC_004193	
IDS_TEXTCLIENT_INC_004194	
IDS_TEXTCLIENT_INC_004195	Exchange Yggdrasil Crackshooter Armor (M)
IDS_TEXTCLIENT_INC_004196	
IDS_TEXTCLIENT_INC_004197	
IDS_TEXTCLIENT_INC_004198	
IDS_TEXTCLIENT_INC_004199	
IDS_TEXTCLIENT_INC_004200	
IDS_TEXTCLIENT_INC_004201	Exchange Yggdrasil Harlequin Armor (F)
IDS_TEXTCLIENT_INC_004202	
IDS_TEXTCLIENT_INC_004203	
IDS_TEXTCLIENT_INC_004204	
IDS_TEXTCLIENT_INC_004205	
IDS_TEXTCLIENT_INC_004206	
IDS_TEXTCLIENT_INC_004207	Exchange Yggdrasil Harlequin Armor (M)
IDS_TEXTCLIENT_INC_004208	
IDS_TEXTCLIENT_INC_004209	
IDS_TEXTCLIENT_INC_004210	
IDS_TEXTCLIENT_INC_004211	
IDS_TEXTCLIENT_INC_004212	
IDS_TEXTCLIENT_INC_004213	Exchange Yggdrasil Seraph Armor (F)
IDS_TEXTCLIENT_INC_004214	
IDS_TEXTCLIENT_INC_004215	
IDS_TEXTCLIENT_INC_004216	
IDS_TEXTCLIENT_INC_004217	
IDS_TEXTCLIENT_INC_004218	
IDS_TEXTCLIENT_INC_004219	Exchange Yggdrasil Seraph Armor (M)
IDS_TEXTCLIENT_INC_004220	
IDS_TEXTCLIENT_INC_004221	
IDS_TEXTCLIENT_INC_004222	
IDS_TEXTCLIENT_INC_004223	
IDS_TEXTCLIENT_INC_004224	
IDS_TEXTCLIENT_INC_004225	Exchange Yggdrasil Force Master Armor (F)
IDS_TEXTCLIENT_INC_004226	
IDS_TEXTCLIENT_INC_004227	
IDS_TEXTCLIENT_INC_004228	
IDS_TEXTCLIENT_INC_004229	
IDS_TEXTCLIENT_INC_004230	
IDS_TEXTCLIENT_INC_004231	Exchange Yggdrasil Force Master Armor (M)
IDS_TEXTCLIENT_INC_004232	
IDS_TEXTCLIENT_INC_004233	
IDS_TEXTCLIENT_INC_004234	
IDS_TEXTCLIENT_INC_004235	
IDS_TEXTCLIENT_INC_004236	
IDS_TEXTCLIENT_INC_004237	Exchange Yggdrasil Mentalist Armor (F)
IDS_TEXTCLIENT_INC_004238	
IDS_TEXTCLIENT_INC_004239	
IDS_TEXTCLIENT_INC_004240	
IDS_TEXTCLIENT_INC_004241	
IDS_TEXTCLIENT_INC_004242	
IDS_TEXTCLIENT_INC_004243	Exchange Yggdrasil Mentalist Armor (M)
IDS_TEXTCLIENT_INC_004244	
IDS_TEXTCLIENT_INC_004245	
IDS_TEXTCLIENT_INC_004246	
IDS_TEXTCLIENT_INC_004247	
IDS_TEXTCLIENT_INC_004248	
IDS_TEXTCLIENT_INC_004249	Exchange Yggdrasil Arcanist Armor (F)
IDS_TEXTCLIENT_INC_004250	
IDS_TEXTCLIENT_INC_004251	
IDS_TEXTCLIENT_INC_004252	
IDS_TEXTCLIENT_INC_004253	
IDS_TEXTCLIENT_INC_004254	
IDS_TEXTCLIENT_INC_004255	Exchange Yggdrasil Arcanist Armor (M)
IDS_TEXTCLIENT_INC_004256	
IDS_TEXTCLIENT_INC_004257	
IDS_TEXTCLIENT_INC_004258	
IDS_TEXTCLIENT_INC_004259	
IDS_TEXTCLIENT_INC_004260	
IDS_TEXTCLIENT_INC_004261	Exchange Yggdrasil Templar Weapon
IDS_TEXTCLIENT_INC_004262	Exchange Yggdrasil Templar Weapon
IDS_TEXTCLIENT_INC_004263	Exchange Yggdrasil Templar Weapon
IDS_TEXTCLIENT_INC_004264	Exchange Yggdrasil Templar Weapon
IDS_TEXTCLIENT_INC_004265	Exchange Yggdrasil Templar Weapon
IDS_TEXTCLIENT_INC_004266	Exchange Yggdrasil Slayer Weapon
IDS_TEXTCLIENT_INC_004267	Exchange Yggdrasil Slayer Weapon
IDS_TEXTCLIENT_INC_004268	Exchange Yggdrasil Slayer Weapon
IDS_TEXTCLIENT_INC_004269	Exchange Yggdrasil Slayer Weapon
IDS_TEXTCLIENT_INC_004270	Exchange Yggdrasil Slayer Weapon
IDS_TEXTCLIENT_INC_004271	Exchange Yggdrasil Crackshooter Weapon
IDS_TEXTCLIENT_INC_004272	Exchange Yggdrasil Crackshooter Weapon
IDS_TEXTCLIENT_INC_004273	Exchange Yggdrasil Crackshooter Weapon
IDS_TEXTCLIENT_INC_004274	Exchange Yggdrasil Harlequin Weapon
IDS_TEXTCLIENT_INC_004275	Exchange Yggdrasil Harlequin Weapon
IDS_TEXTCLIENT_INC_004276	Exchange Yggdrasil Harlequin Weapon
IDS_TEXTCLIENT_INC_004277	Exchange Yggdrasil Seraph Weapon
IDS_TEXTCLIENT_INC_004278	Exchange Yggdrasil Seraph Weapon
IDS_TEXTCLIENT_INC_004279	Exchange Yggdrasil Seraph Weapon
IDS_TEXTCLIENT_INC_004280	Exchange Yggdrasil Force Master Weapon
IDS_TEXTCLIENT_INC_004281	Exchange Yggdrasil Force Master Weapon
IDS_TEXTCLIENT_INC_004282	Exchange Yggdrasil Force Master Weapon
IDS_TEXTCLIENT_INC_004283	Exchange Yggdrasil Mentalist Weapon
IDS_TEXTCLIENT_INC_004284	Exchange Yggdrasil Mentalist Weapon
IDS_TEXTCLIENT_INC_004285	Exchange Yggdrasil Mentalist Weapon
IDS_TEXTCLIENT_INC_004286	Exchange Yggdrasil Arcanist Weapon
IDS_TEXTCLIENT_INC_004287	Exchange Yggdrasil Arcanist Weapon
IDS_TEXTCLIENT_INC_004288	Exchange Yggdrasil Arcanist Weapon
IDS_TEXTCLIENT_INC_004289	Exchange Yggdrasil Shield & Spellbook
IDS_TEXTCLIENT_INC_004290	Exchange Yggdrasil Shield & Spellbook
IDS_TEXTCLIENT_INC_004291	Exchange Yggdrasil Shield & Spellbook
IDS_TEXTCLIENT_INC_004292	Exchange Guild Siege Coins
IDS_TEXTCLIENT_INC_004293	Exchange Guild Siege Coins
IDS_TEXTCLIENT_INC_004294	
IDS_TEXTCLIENT_INC_004295	
IDS_TEXTCLIENT_INC_004296	
IDS_TEXTCLIENT_INC_004297	
IDS_TEXTCLIENT_INC_004298	
IDS_TEXTCLIENT_INC_004299	
IDS_TEXTCLIENT_INC_004300	
IDS_TEXTCLIENT_INC_004301	
IDS_TEXTCLIENT_INC_004302	
IDS_TEXTCLIENT_INC_004303	
IDS_TEXTCLIENT_INC_004304	
IDS_TEXTCLIENT_INC_004305	
IDS_TEXTCLIENT_INC_004306	
IDS_TEXTCLIENT_INC_004307 	A guild that has won twice in a row cannot participate in this Guild Siege.
IDS_TEXTCLIENT_INC_004308	Safe Upgrade
IDS_TEXTCLIENT_INC_004309	Safe Piercing
IDS_TEXTCLIENT_INC_004310	Baruna Weapon Jewel
IDS_TEXTCLIENT_INC_004311	Remove Baruna Card & Runes
IDS_TEXTCLIENT_INC_004312	Remove Baruna Jewelry
IDS_TEXTCLIENT_INC_004313	
IDS_TEXTCLIENT_INC_004314	
IDS_TEXTCLIENT_INC_004315	
IDS_TEXTCLIENT_INC_004316	
IDS_TEXTCLIENT_INC_004317	
IDS_TEXTCLIENT_INC_004318	
IDS_TEXTCLIENT_INC_004319	
IDS_TEXTCLIENT_INC_004320	
IDS_TEXTCLIENT_INC_004321	
IDS_TEXTCLIENT_INC_004322	
IDS_TEXTCLIENT_INC_004323	
IDS_TEXTCLIENT_INC_004324	
IDS_TEXTCLIENT_INC_004325	
IDS_TEXTCLIENT_INC_004326	Exchange Socket Card
IDS_TEXTCLIENT_INC_004327	Exchange Socket Card
IDS_TEXTCLIENT_INC_004328	
IDS_TEXTCLIENT_INC_004329	
IDS_TEXTCLIENT_INC_004330	
IDS_TEXTCLIENT_INC_004331	
IDS_TEXTCLIENT_INC_004332	
IDS_TEXTCLIENT_INC_004333	
IDS_TEXTCLIENT_INC_004334	
IDS_TEXTCLIENT_INC_004335	
IDS_TEXTCLIENT_INC_004336	
IDS_TEXTCLIENT_INC_004337	Exchange Superior Card
IDS_TEXTCLIENT_INC_004338	Exchange Superior Card
IDS_TEXTCLIENT_INC_004339	
IDS_TEXTCLIENT_INC_004340	
IDS_TEXTCLIENT_INC_004341	
IDS_TEXTCLIENT_INC_004342	
IDS_TEXTCLIENT_INC_004343	
IDS_TEXTCLIENT_INC_004344	You have been banned for using unauthorized applications. Please contact Customer Support.
IDS_TEXTCLIENT_INC_004345	
IDS_TEXTCLIENT_INC_004346	
IDS_TEXTCLIENT_INC_004347	
IDS_TEXTCLIENT_INC_004348	
IDS_TEXTCLIENT_INC_004349	
IDS_TEXTCLIENT_INC_004350	
IDS_TEXTCLIENT_INC_004351	
IDS_TEXTCLIENT_INC_004352	
IDS_TEXTCLIENT_INC_004353	
IDS_TEXTCLIENT_INC_004354	
IDS_TEXTCLIENT_INC_004355	
IDS_TEXTCLIENT_INC_004356	
IDS_TEXTCLIENT_INC_004357	
IDS_TEXTCLIENT_INC_004358	
IDS_TEXTCLIENT_INC_004359	
IDS_TEXTCLIENT_INC_004360	
IDS_TEXTCLIENT_INC_004361	
IDS_TEXTCLIENT_INC_004362	
IDS_TEXTCLIENT_INC_004363	
IDS_TEXTCLIENT_INC_004364	
IDS_TEXTCLIENT_INC_004365	
IDS_TEXTCLIENT_INC_004366	
IDS_TEXTCLIENT_INC_004367	
IDS_TEXTCLIENT_INC_004368	
IDS_TEXTCLIENT_INC_004369	
IDS_TEXTCLIENT_INC_004370	
IDS_TEXTCLIENT_INC_004371	
IDS_TEXTCLIENT_INC_004372	
IDS_TEXTCLIENT_INC_004373	
IDS_TEXTCLIENT_INC_004374	
IDS_TEXTCLIENT_INC_004375	
IDS_TEXTCLIENT_INC_004376	
IDS_TEXTCLIENT_INC_004377	
IDS_TEXTCLIENT_INC_004378	
IDS_TEXTCLIENT_INC_004379	
IDS_TEXTCLIENT_INC_004380	
IDS_TEXTCLIENT_INC_004381	
IDS_TEXTCLIENT_INC_004382	
IDS_TEXTCLIENT_INC_004383	
IDS_TEXTCLIENT_INC_004384	
IDS_TEXTCLIENT_INC_004385	
IDS_TEXTCLIENT_INC_004386	
IDS_TEXTCLIENT_INC_004387	
IDS_TEXTCLIENT_INC_004388
IDS_TEXTCLIENT_INC_004389		
IDS_TEXTCLIENT_INC_004390	
IDS_TEXTCLIENT_INC_004391	
IDS_TEXTCLIENT_INC_004392	
IDS_TEXTCLIENT_INC_004393	
IDS_TEXTCLIENT_INC_004394
IDS_TEXTCLIENT_INC_004395		
IDS_TEXTCLIENT_INC_004396	
IDS_TEXTCLIENT_INC_004397	
IDS_TEXTCLIENT_INC_004398	
IDS_TEXTCLIENT_INC_004399	
IDS_TEXTCLIENT_INC_004400	
IDS_TEXTCLIENT_INC_004401	
IDS_TEXTCLIENT_INC_004402	
IDS_TEXTCLIENT_INC_004403	
IDS_TEXTCLIENT_INC_004404	
IDS_TEXTCLIENT_INC_004405	
IDS_TEXTCLIENT_INC_004406	
IDS_TEXTCLIENT_INC_004407	
IDS_TEXTCLIENT_INC_004408	
IDS_TEXTCLIENT_INC_004409	
IDS_TEXTCLIENT_INC_004410	
IDS_TEXTCLIENT_INC_004411	
IDS_TEXTCLIENT_INC_004412	
IDS_TEXTCLIENT_INC_004413	
IDS_TEXTCLIENT_INC_004414	
IDS_TEXTCLIENT_INC_004415	
IDS_TEXTCLIENT_INC_004416	
IDS_TEXTCLIENT_INC_004417	
IDS_TEXTCLIENT_INC_004418	
IDS_TEXTCLIENT_INC_004419	
IDS_TEXTCLIENT_INC_004420	
IDS_TEXTCLIENT_INC_004421	
IDS_TEXTCLIENT_INC_004422	
IDS_TEXTCLIENT_INC_004423	
IDS_TEXTCLIENT_INC_004424	
IDS_TEXTCLIENT_INC_004425	
IDS_TEXTCLIENT_INC_004426	
IDS_TEXTCLIENT_INC_004427	
IDS_TEXTCLIENT_INC_004428	
IDS_TEXTCLIENT_INC_004429	
IDS_TEXTCLIENT_INC_004430	
IDS_TEXTCLIENT_INC_004431	
IDS_TEXTCLIENT_INC_004432	
IDS_TEXTCLIENT_INC_004433	
IDS_TEXTCLIENT_INC_004434	
IDS_TEXTCLIENT_INC_004435	
IDS_TEXTCLIENT_INC_004436	
IDS_TEXTCLIENT_INC_004437	
IDS_TEXTCLIENT_INC_004438	
IDS_TEXTCLIENT_INC_004439	
IDS_TEXTCLIENT_INC_004440	
IDS_TEXTCLIENT_INC_004441	
IDS_TEXTCLIENT_INC_004442	
IDS_TEXTCLIENT_INC_004443	
IDS_TEXTCLIENT_INC_004444	
IDS_TEXTCLIENT_INC_004445	
IDS_TEXTCLIENT_INC_004446	
IDS_TEXTCLIENT_INC_004447	
IDS_TEXTCLIENT_INC_004448	
IDS_TEXTCLIENT_INC_004449	
IDS_TEXTCLIENT_INC_004450	
IDS_TEXTCLIENT_INC_004451	
IDS_TEXTCLIENT_INC_004452	
IDS_TEXTCLIENT_INC_004453	
IDS_TEXTCLIENT_INC_004454	
IDS_TEXTCLIENT_INC_004455	
IDS_TEXTCLIENT_INC_004456	
IDS_TEXTCLIENT_INC_004457	
IDS_TEXTCLIENT_INC_004458	
IDS_TEXTCLIENT_INC_004459	
IDS_TEXTCLIENT_INC_004460	Exchange Halloween Mask box
IDS_TEXTCLIENT_INC_004461	Exchange Halloween Mask box
IDS_TEXTCLIENT_INC_004462	
IDS_TEXTCLIENT_INC_004463	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004464	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004465	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004466	
IDS_TEXTCLIENT_INC_004467	
IDS_TEXTCLIENT_INC_004468	
IDS_TEXTCLIENT_INC_004469	
IDS_TEXTCLIENT_INC_004470	
IDS_TEXTCLIENT_INC_004471	
IDS_TEXTCLIENT_INC_004472	
IDS_TEXTCLIENT_INC_004473	
IDS_TEXTCLIENT_INC_004474	
IDS_TEXTCLIENT_INC_004475	
IDS_TEXTCLIENT_INC_004476	
IDS_TEXTCLIENT_INC_004477	
IDS_TEXTCLIENT_INC_004478	
IDS_TEXTCLIENT_INC_004479	
IDS_TEXTCLIENT_INC_004480	
IDS_TEXTCLIENT_INC_004481	
IDS_TEXTCLIENT_INC_004482	
IDS_TEXTCLIENT_INC_004483	
IDS_TEXTCLIENT_INC_004484	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004485	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004486	Attendance Coupon Exchange
IDS_TEXTCLIENT_INC_004487	
IDS_TEXTCLIENT_INC_004488	
IDS_TEXTCLIENT_INC_004489	
IDS_TEXTCLIENT_INC_004490	
IDS_TEXTCLIENT_INC_004491	
IDS_TEXTCLIENT_INC_004492	
IDS_TEXTCLIENT_INC_004493	
IDS_TEXTCLIENT_INC_004494	Trick or Treat
IDS_TEXTCLIENT_INC_004495	Trick or Treat
IDS_TEXTCLIENT_INC_004496	Trick or Treat
IDS_TEXTCLIENT_INC_004497	Trick or Treat
IDS_TEXTCLIENT_INC_004498	Trick or Treat
IDS_TEXTCLIENT_INC_004499	Trick or Treat
IDS_TEXTCLIENT_INC_004500	
IDS_TEXTCLIENT_INC_004501	
IDS_TEXTCLIENT_INC_004502	
IDS_TEXTCLIENT_INC_004503	
IDS_TEXTCLIENT_INC_004504	Exchange Mistletoe Box
IDS_TEXTCLIENT_INC_004505	Exchange Mistletoe Box
IDS_TEXTCLIENT_INC_004506	Exchange Mistletoe Box
IDS_TEXTCLIENT_INC_004507	Exchange Mistletoe Box
IDS_TEXTCLIENT_INC_004508	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004509	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004510	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004511	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004512	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004513	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004514	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004515	Exchange Chirstmas Coupon
IDS_TEXTCLIENT_INC_004516	Exchange 2020 Shinigami Box
IDS_TEXTCLIENT_INC_004517	Exchange 2020 Shinigami Box
IDS_TEXTCLIENT_INC_004518	Exchange 2020 Shinigami Box
IDS_TEXTCLIENT_INC_004519	Exchange 2020 Shinigami Box
IDS_TEXTCLIENT_INC_004520	
IDS_TEXTCLIENT_INC_004521	
IDS_TEXTCLIENT_INC_004522	
IDS_TEXTCLIENT_INC_004523	
IDS_TEXTCLIENT_INC_004524	
IDS_TEXTCLIENT_INC_004525	
IDS_TEXTCLIENT_INC_004526	
IDS_TEXTCLIENT_INC_004527	
IDS_TEXTCLIENT_INC_004528	
IDS_TEXTCLIENT_INC_004529	
IDS_TEXTCLIENT_INC_004530	
IDS_TEXTCLIENT_INC_004531	
IDS_TEXTCLIENT_INC_004532	
IDS_TEXTCLIENT_INC_004533	
IDS_TEXTCLIENT_INC_004534	
IDS_TEXTCLIENT_INC_004535	
IDS_TEXTCLIENT_INC_004536	
IDS_TEXTCLIENT_INC_004537	
IDS_TEXTCLIENT_INC_004538	
IDS_TEXTCLIENT_INC_004539	
IDS_TEXTCLIENT_INC_004540	
IDS_TEXTCLIENT_INC_004541	
IDS_TEXTCLIENT_INC_004542	
IDS_TEXTCLIENT_INC_004543	
IDS_TEXTCLIENT_INC_004544	
IDS_TEXTCLIENT_INC_004545	
IDS_TEXTCLIENT_INC_004546	
IDS_TEXTCLIENT_INC_004547	
IDS_TEXTCLIENT_INC_004548	
IDS_TEXTCLIENT_INC_004549	
IDS_TEXTCLIENT_INC_004550	
IDS_TEXTCLIENT_INC_004551	
IDS_TEXTCLIENT_INC_004552	
IDS_TEXTCLIENT_INC_004553	
IDS_TEXTCLIENT_INC_004554	
IDS_TEXTCLIENT_INC_004555	Valentine Event Exchange
IDS_TEXTCLIENT_INC_004556	Valentine Event Exchange
IDS_TEXTCLIENT_INC_004557	Valentine Event Exchange
IDS_TEXTCLIENT_INC_004558	Valentine Event Exchange
IDS_TEXTCLIENT_INC_004559	St.Patrick Exchange
IDS_TEXTCLIENT_INC_004560	St.Patrick Exchange
IDS_TEXTCLIENT_INC_004561	St.Patrick Exchange
IDS_TEXTCLIENT_INC_004562	St.Patrick Exchange
IDS_TEXTCLIENT_INC_004563	St.Patrick Exchange
IDS_TEXTCLIENT_INC_004564	Exchange Spring Box
IDS_TEXTCLIENT_INC_004565	Exchange Spring Box
IDS_TEXTCLIENT_INC_004566	Exchange Spring Box
IDS_TEXTCLIENT_INC_004567	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004568	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004569	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004570	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004571	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004572	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004573	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004574	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004575	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004576	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004577	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004578	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004579	Exchange Devil's Weapon
IDS_TEXTCLIENT_INC_004580	Exchange Devil's Weapon Material
IDS_TEXTCLIENT_INC_004581	Exchange Devil's Weapon Material
IDS_TEXTCLIENT_INC_004582	Exchange Devil's Weapon Material
IDS_TEXTCLIENT_INC_004583	Exchange Devil's Weapon Material
IDS_TEXTCLIENT_INC_004584	
IDS_TEXTCLIENT_INC_004585	Swap me your seeds for a Green Nature Box.
IDS_TEXTCLIENT_INC_004586	Swap me your seeds for a Green Nature Box.
IDS_TEXTCLIENT_INC_004587	Swap me your seeds for a Green Nature Box.
IDS_TEXTCLIENT_INC_004588	Exchange quest items for a Madrigal Wedding Box
IDS_TEXTCLIENT_INC_004589	Exchange quest items for a Madrigal Wedding Box
IDS_TEXTCLIENT_INC_004590	Exchange quest items for a Madrigal Wedding Box
IDS_TEXTCLIENT_INC_004591	Exchange quest items for a 2021 Summer Event Box
IDS_TEXTCLIENT_INC_004592	Exchange quest items for a 2021 Summer Event Box
IDS_TEXTCLIENT_INC_004593	Exchange quest items for a 2021 Summer Event Box
IDS_TEXTCLIENT_INC_004594	
IDS_TEXTCLIENT_INC_004595	
IDS_TEXTCLIENT_INC_004596	
IDS_TEXTCLIENT_INC_004597	
IDS_TEXTCLIENT_INC_004598	
IDS_TEXTCLIENT_INC_004599	
IDS_TEXTCLIENT_INC_004600	
IDS_TEXTCLIENT_INC_004601	
IDS_TEXTCLIENT_INC_004602	
IDS_TEXTCLIENT_INC_004603	
IDS_TEXTCLIENT_INC_004604	
IDS_TEXTCLIENT_INC_004605	
IDS_TEXTCLIENT_INC_004606	
IDS_TEXTCLIENT_INC_004607	
IDS_TEXTCLIENT_INC_004608	
IDS_TEXTCLIENT_INC_004609	Exchange Treasure Chest
IDS_TEXTCLIENT_INC_004610	Exchange Treasure Chest
IDS_TEXTCLIENT_INC_004611	Exchange Treasure Chest
IDS_TEXTCLIENT_INC_004612	
IDS_TEXTCLIENT_INC_004613	
IDS_TEXTCLIENT_INC_004614	
IDS_TEXTCLIENT_INC_004615	
IDS_TEXTCLIENT_INC_004616	
IDS_TEXTCLIENT_INC_004617	
IDS_TEXTCLIENT_INC_004618	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004619	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004620	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004621	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004622	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004623	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004624	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004625	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004626	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004627	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004628	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004629	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004630	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004631	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004632	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004633	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004634	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004635	Exchange Devil's Armor
IDS_TEXTCLIENT_INC_004636	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004637	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004638	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004639	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004640	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004641	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004642	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004643	Exchange Dragon Wings
IDS_TEXTCLIENT_INC_004644	Exchange Premium Honor
IDS_TEXTCLIENT_INC_004645	Exchange Premium Honor
IDS_TEXTCLIENT_INC_004646	Exchange Premium Honor
IDS_TEXTCLIENT_INC_004647	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004648	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004649	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004650	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004651	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004652	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004653	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004654	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004655	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004656	Exchange job specific Smartglasses
IDS_TEXTCLIENT_INC_004657	Exchange Devil Weapon Ticket
